Latitude,Longitude,Type,Date,Part of a policing operation,Policing operation,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
52.480801,-1.835618,Person search,2018-06-10T22:05:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.409527,-1.503455,Person search,2018-06-10T23:27:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.409527,-1.503455,Vehicle search,2018-06-10T23:27:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,
52.504252,-2.014644,Person search,2018-06-10T23:30:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.408577,-1.504216,Person search,2018-06-10T23:36:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.555346,-1.800605,Person search,2018-06-11T01:59:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
52.598052,-1.985356,Person search,2018-06-11T02:06:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.598322,-1.988042,Vehicle search,2018-06-11T02:08:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,
52.411084,-1.495382,Person search,2018-06-11T02:08:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.411084,-1.495382,Person search,2018-06-11T02:08:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.465838,-1.984383,Vehicle search,2018-06-11T03:20:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.495399,-1.854682,Person and Vehicle search,2018-06-11T03:21:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.495399,-1.854682,Person search,2018-06-11T03:24:00+00:00,,,,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.495399,-1.854682,Person search,2018-06-11T03:33:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.450795,-1.892276,Person search,2018-06-11T03:36:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.49376,-1.772604,Person search,2018-06-11T04:32:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.49376,-1.772604,Person search,2018-06-11T04:32:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.481417,-1.894661,Person search,2018-06-11T07:50:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
52.482908,-1.893568,Person search,2018-06-11T11:30:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,FALSE
52.505966,-1.902514,Person search,2018-06-11T11:51:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.506583,-1.898932,Person and Vehicle search,2018-06-11T12:28:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.412044,-1.784094,Person search,2018-06-11T12:37:00+00:00,,,,18-24,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.411663,-1.786992,Person search,2018-06-11T12:51:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.411663,-1.786992,Person search,2018-06-11T12:55:00+00:00,,,,,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
52.510687,-1.893206,Person and Vehicle search,2018-06-11T13:01:00+00:00,,,,25-34,Asian/Asian British - Indian,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.510687,-1.893206,Person search,2018-06-11T13:01:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.411663,-1.786992,Person search,2018-06-11T13:10:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.405309,-1.953565,Person search,2018-06-11T13:43:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.525556,-1.874702,Vehicle search,2018-06-11T14:42:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.524213,-1.841764,Person search,2018-06-11T15:04:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.467158,-1.875441,Person search,2018-06-11T15:10:00+00:00,,,,over 34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.478437,-1.890339,Person search,2018-06-11T15:12:00+00:00,,,,over 34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.478437,-1.890339,Person search,2018-06-11T15:18:00+00:00,,,,,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.488244,-1.889358,Person search,2018-06-11T15:45:00+00:00,,,,25-34,Asian/Asian British - Pakistani,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,
52.529556,-1.858505,Person and Vehicle search,2018-06-11T15:45:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.511183,-1.860008,Person and Vehicle search,2018-06-11T16:24:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.51318,-1.87761,Person search,2018-06-11T16:41:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.51318,-1.87761,Vehicle search,2018-06-11T16:41:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.51318,-1.87761,Person search,2018-06-11T16:41:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.51318,-1.87761,Person search,2018-06-11T16:41:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.406941,-1.78578,Person search,2018-06-11T17:24:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
52.498437,-1.764788,Person search,2018-06-11T17:29:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.565134,-2.076714,Vehicle search,2018-06-11T17:40:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,,
52.532271,-1.843784,Person search,2018-06-11T18:17:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,FALSE
52.616221,-2.005008,Person search,2018-06-11T19:19:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.616698,-2.004314,Person search,2018-06-11T19:19:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.503647,-1.928418,Person search,2018-06-11T19:31:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.507543,-1.934069,Person search,2018-06-11T20:09:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.482803,-1.920264,Vehicle search,2018-06-11T20:28:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
52.51007,-1.935995,Person search,2018-06-11T21:18:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.447055,-1.499973,Person search,2018-06-11T21:34:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.447055,-1.499973,Person and Vehicle search,2018-06-11T21:34:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.410977,-1.812296,Person search,2018-06-11T23:21:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
52.410977,-1.812296,Person and Vehicle search,2018-06-11T23:21:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
52.410977,-1.812296,Person search,2018-06-11T23:21:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
52.504635,-1.943753,Person and Vehicle search,2018-06-11T23:57:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.504635,-1.943753,Person search,2018-06-11T23:57:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Firearms Act 1968 (section 47),Firearms,Khat or Cannabis warning,FALSE,FALSE
52.571344,-1.988094,Person and Vehicle search,2018-06-12T01:38:00+00:00,,,,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
52.527545,-1.860221,Person search,2018-06-12T03:35:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,FALSE
52.451177,-1.935345,Person search,2018-06-12T06:54:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.479882,-1.920505,Person search,2018-06-12T12:04:00+00:00,,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.487328,-1.940785,Person search,2018-06-12T13:41:00+00:00,,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.484971,-1.936665,Person search,2018-06-12T13:45:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.486239,-1.937709,Person search,2018-06-12T13:54:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.482264,-1.833624,Person search,2018-06-12T13:55:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,FALSE
52.457996,-2.116601,Person search,2018-06-12T14:29:00+00:00,,,,over 34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,FALSE
52.484971,-1.936665,Person search,2018-06-12T14:32:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.484971,-1.936665,Person search,2018-06-12T14:39:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.478649,-1.989488,Person and Vehicle search,2018-06-12T14:45:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.437001,-1.958416,Person and Vehicle search,2018-06-12T14:50:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.456876,-2.112919,Vehicle search,2018-06-12T15:14:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,
52.48705,-1.912113,Person search,2018-06-12T15:27:00+00:00,,,,over 34,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
52.501214,-2.011491,Person search,2018-06-12T15:30:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.48705,-1.912113,Person search,2018-06-12T15:37:00+00:00,,,,25-34,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
52.521386,-1.89402,Person search,2018-06-12T15:41:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.575318,-2.001683,Person search,2018-06-12T16:10:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.575318,-2.001683,Person search,2018-06-12T16:10:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.575318,-2.001683,Person search,2018-06-12T16:10:00+00:00,,,,Oct-17,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.575318,-2.001683,Person search,2018-06-12T16:10:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,
52.575318,-2.001683,Person search,2018-06-12T16:10:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.575318,-2.001683,Person search,2018-06-12T16:10:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.447487,-1.87404,Person search,2018-06-12T16:21:00+00:00,,,,,Mixed/Multiple ethnic groups - White and Asian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
